Fc_real,Fc_pre
0.5093877551020408,0.4122448979591836
0.4212244897959184,0.23020408163265305
0.4391836734693878,0.2310204081632653
0.47346938775510206,0.2873469387755102
0.48244897959183675,0.30040816326530617
0.5110204081632653,0.37142857142857144
0.5061224489795919,0.35510204081632657
0.5020408163265306,0.3240816326530612
0.5404081632653062,0.4318367346938775
0.5526530612244898,0.46285714285714286
0.5387755102040817,0.4236734693877551
0.52,0.38204081632653064
0.5404081632653062,0.43673469387755104
0.5428571428571429,0.45224489795918366
0.5306122448979591,0.39102040816326533
0.556734693877551,0.46448979591836737
0.5755102040816327,0.4987755102040816
0.5518367346938775,0.4408163265306122
0.5559183673469388,0.4375510204081633
0.5469387755102041,0.43836734693877555
0.5461224489795918,0.41877551020408166
0.5738775510204082,0.49632653061224485
0.5616326530612246,0.4653061224489796
0.5575510204081633,0.4342857142857143
0.566530612244898,0.48
0.5681632653061224,0.5126530612244897
0.5346938775510204,0.4024489795918368
0.5453061224489796,0.43999999999999995
0.5265306122448979,0.3812244897959184
0.5363265306122449,0.39428571428571424
0.5420408163265307,0.4163265306122449
0.5404081632653062,0.4057142857142857
0.5591836734693878,0.45795918367346944
0.5779591836734694,0.4865306122448979
0.5959183673469388,0.5338775510204081
0.6008163265306122,0.5738775510204082
0.586938775510204,0.5183673469387755
0.5681632653061224,0.4955102040816326
0.5836734693877551,0.4955102040816326
0.5983673469387756,0.5412244897959184
0.6040816326530613,0.556734693877551
0.5714285714285714,0.4775510204081632
0.5640816326530612,0.483265306122449
0.5624489795918368,0.4571428571428572
0.5583673469387755,0.4636734693877551
0.566530612244898,0.49142857142857144
0.5420408163265307,0.43999999999999995
0.5591836734693878,0.45224489795918366
0.563265306122449,0.48734693877551016
0.5412244897959184,0.4448979591836735
0.5542857142857143,0.46448979591836737
0.5469387755102041,0.45387755102040817
0.563265306122449,0.48571428571428577
0.56,0.48244897959183675
0.5363265306122449,0.4057142857142857
0.5583673469387755,0.4955102040816326
0.5412244897959184,0.4269387755102041
0.5363265306122449,0.4089795918367347
0.5363265306122449,0.38367346938775515
0.5346938775510204,0.3918367346938776
0.5608163265306123,0.4775510204081632
0.5657142857142857,0.4767346938775511
0.5738775510204082,0.5110204081632653
0.556734693877551,0.45224489795918366
0.5387755102040817,0.42612244897959184
0.550204081632653,0.4424489795918367
0.5559183673469388,0.45795918367346944
0.550204081632653,0.4269387755102041
0.5526530612244898,0.44326530612244897
0.5714285714285714,0.4685714285714285
0.5575510204081633,0.4530612244897959
0.5763265306122449,0.49306122448979595
0.5918367346938775,0.5485714285714286
0.5755102040816327,0.4865306122448979
0.5885714285714285,0.523265306122449
0.5616326530612246,0.47020408163265304
0.5828571428571429,0.5175510204081633
0.5461224489795918,0.43836734693877555
0.5510204081632653,0.4342857142857143
0.5722448979591837,0.4791836734693877
0.5689795918367346,0.5093877551020408
0.566530612244898,0.49632653061224485
0.5444897959183673,0.4318367346938775
0.5526530612244898,0.4661224489795919
0.5583673469387755,0.4677551020408163
0.5608163265306123,0.4897959183673469
0.5526530612244898,0.45795918367346944
0.5526530612244898,0.4653061224489796
0.5510204081632653,0.4408163265306122
0.5387755102040817,0.42938775510204086
0.5444897959183673,0.4179591836734694
0.5648979591836735,0.4636734693877551
0.5575510204081633,0.45387755102040817
0.5559183673469388,0.42938775510204086
0.5526530612244898,0.42040816326530617
0.5542857142857143,0.4318367346938775
0.5551020408163265,0.4514285714285714
0.5461224489795918,0.4122448979591836
0.5428571428571429,0.4342857142857143
0.5379591836734694,0.42204081632653057
0.5240816326530613,0.396734693877551
0.5395918367346939,0.39755102040816326
0.5485714285714286,0.4530612244897959
0.5379591836734694,0.4375510204081633
0.5510204081632653,0.4897959183673469
0.5265306122448979,0.3787755102040816
0.5428571428571429,0.43510204081632653
0.5289795918367347,0.396734693877551
0.5559183673469388,0.4448979591836735
0.56,0.4693877551020408
0.5681632653061224,0.46693877551020413
0.5836734693877551,0.5322448979591836
0.5730612244897959,0.5306122448979591
0.5526530612244898,0.4448979591836735
0.5461224489795918,0.45632653061224493
0.5330612244897959,0.41387755102040813
0.553469387755102,0.4685714285714285
0.5706122448979591,0.4693877551020408
0.5763265306122449,0.5061224489795919
0.5575510204081633,0.43999999999999995
0.556734693877551,0.4587755102040816
0.5510204081632653,0.43999999999999995
0.5673469387755101,0.5077551020408163
0.5738775510204082,0.4938775510204082
0.5591836734693878,0.47183673469387755
0.5338775510204081,0.4008163265306123
0.5330612244897959,0.4179591836734694
0.553469387755102,0.4620408163265306
0.5624489795918368,0.47183673469387755
0.5575510204081633,0.4636734693877551
0.5510204081632653,0.45632653061224493
0.553469387755102,0.4481632653061225
0.5461224489795918,0.4318367346938775
0.5485714285714286,0.44163265306122446
0.5689795918367346,0.48734693877551016
0.566530612244898,0.45387755102040817
0.5420408163265307,0.39755102040816326
0.5755102040816327,0.5053061224489797
0.5746938775510204,0.4636734693877551
0.5828571428571429,0.5085714285714286
0.5795918367346939,0.49632653061224485
0.593469387755102,0.5281632653061225
0.5861224489795918,0.5224489795918368
0.5779591836734694,0.4922448979591837
0.5706122448979591,0.4922448979591837
0.5746938775510204,0.5102040816326531
0.553469387755102,0.4448979591836735
0.5763265306122449,0.5053061224489797
0.5640816326530612,0.483265306122449
0.5706122448979591,0.4938775510204082
0.5804081632653062,0.5142857142857142
0.590204081632653,0.5355102040816326
0.5926530612244898,0.5289795918367347
0.5763265306122449,0.5126530612244897
0.5836734693877551,0.5118367346938775
0.5893877551020408,0.5077551020408163
0.5844897959183674,0.5053061224489797
0.5648979591836735,0.47020408163265304
0.5763265306122449,0.5093877551020408
0.56,0.49632653061224485
0.5714285714285714,0.5102040816326531
0.5542857142857143,0.43836734693877555
0.5510204081632653,0.44163265306122446
0.553469387755102,0.43673469387755104
0.5648979591836735,0.4726530612244898
0.5681632653061224,0.4848979591836735
0.5379591836734694,0.433469387755102
0.5257142857142857,0.4057142857142857
0.529795918367347,0.4114285714285715
0.5444897959183673,0.44897959183673475
0.56,0.47183673469387755
0.5485714285714286,0.4481632653061225
0.5657142857142857,0.5126530612244897
0.5518367346938775,0.45387755102040817
0.5428571428571429,0.433469387755102
0.5395918367346939,0.4571428571428572
0.5085714285714286,0.34448979591836737
0.5183673469387755,0.37142857142857144
0.5126530612244897,0.35346938775510206
