Fc_real,Fc_pre
0.1,0.01
0.75,0.79
0.765,0.835
0.7375,0.76
0.7575,0.8025
0.75,0.7775
0.7425,0.77
0.7275,0.7025
0.7625,0.8175
0.7375,0.725
0.7825,0.835
0.7775,0.8625
0.76,0.79
0.7275,0.73
0.805,0.875
0.7525,0.81
0.75,0.7675
0.73,0.6775
0.775,0.8275
0.755,0.7975
0.77,0.8025
0.7475,0.7525
0.765,0.8175
0.775,0.8275
0.775,0.83
0.7775,0.8675
0.7725,0.835
0.7975,0.8675
0.7525,0.78
0.75,0.7525
0.745,0.78
0.7125,0.715
0.7925,0.8675
0.7025,0.65
0.775,0.8575
0.795,0.8575
0.7625,0.8175
0.75,0.785
0.7725,0.8275
0.725,0.7025
0.76,0.835
0.745,0.75
0.785,0.87
0.705,0.65
0.765,0.825
0.785,0.8475
0.7775,0.83
0.76,0.7675
0.7825,0.8475
0.75,0.785
0.7675,0.8425
0.7425,0.7525
0.745,0.775
0.7725,0.8125
0.7925,0.8625
0.7575,0.7825
0.78,0.85
0.7225,0.76
0.7525,0.7825
0.7575,0.8175
0.73,0.715
0.7825,0.87
0.7575,0.75
0.765,0.8275
0.76,0.7825
0.7675,0.8075
0.7725,0.7925
0.7475,0.7875
0.7775,0.8175
0.7525,0.81
0.76,0.8275
0.7375,0.7175
0.74,0.75
0.765,0.805
0.77,0.83
0.7875,0.8675
0.73,0.75
0.7775,0.8675
0.7225,0.735
0.7275,0.7775
0.78,0.8425
0.76,0.805
0.7775,0.845
0.7225,0.75
0.76,0.7775
0.7625,0.8325
0.7425,0.77
0.7475,0.79
0.765,0.83
0.7075,0.7225
0.765,0.845
0.7,0.675
0.76,0.815
0.715,0.695
0.7275,0.7325
0.77,0.845
0.76,0.7875
0.72,0.7375
0.75,0.7575
