x,y,z
-7.8515043,-9.625572,-2.0815468
1.3132929,6.4484806,-7.996557
17.829899,-2.9540823,-6.1780853
20.109367,-5.0119123,-1.1254983
19.302675,-4.7756686,-3.2359703
13.092957,7.722631,0.010461652
11.59245,5.998499,5.5680184
12.584041,7.501668,2.181729
18.314203,-3.7730896,-5.32847
14.031077,6.731254,-3.8993924
16.57458,-0.17891565,-7.4845085
4.869508,-7.684067,-5.193762
1.2243338,6.8429127,-7.667665
-2.7627482,3.6707132,9.001263
-21.472498,-4.471706,-1.8486729
-22.562763,-6.258971,-6.418099
-20.675371,-3.2239084,0.9964593
-8.507056,-8.397922,-5.0369887
8.491781,-4.2997556,8.259624
3.0630906,-1.6929055,-9.609338
2.182486,2.3383217,-9.82004
0.78385913,8.653227,-5.705723
3.963529,-5.1467743,-7.924815
6.435635,-9.105906,1.1894461
10.067823,1.9325203,8.63855
-1.7647846,7.025503,6.9888844
-3.9373012,-0.5214769,9.555668
-10.773776,2.5314655,-7.864237
-6.6230893,-8.957716,3.6917036
12.672996,7.565461,1.8122526
21.006123,-4.7459164,1.4498208
18.347675,-3.771066,-5.323729
-1.3766593,8.188648,5.69959
-21.936829,-5.231887,-3.9650164
-22.381453,-5.960926,-5.942012
-21.146793,-3.9474847,-0.5451119
7.07813,-8.412601,3.9046216
20.407848,-5.0100794,-0.29963
22.777151,-2.7033565,6.8239913
19.499187,-4.8677936,-2.7437613
12.131795,7.198275,3.5920544
10.530152,3.3029873,8.046455
16.820189,-0.7965318,-7.336642
16.24959,0.6757251,-7.602754
21.361454,-4.500514,2.515177
10.58188,3.5767255,7.85624
15.242826,3.552995,-7.038141
7.403486,-7.8101344,5.182127
1.2757834,6.617748,-7.8617215
-13.252166,8.266729,1.6033359
-22.27231,-5.787255,-5.5824833
-22.340761,-5.893447,-5.8115535
-0.35134718,10.241578,1.2608775
11.724384,6.2530665,5.1802073
8.709512,-3.4497473,8.603302
3.1256301,-1.9606738,-9.532837
5.9386044,-9.158056,-0.98041785
10.194669,2.2886264,8.528313
4.8864465,-7.7197084,-5.133944
2.0350797,3.043846,-9.6713295
0.03776271,10.316418,-1.1122375
-21.077,-3.8393784,-0.30258125
-22.051651,-5.418719,-4.5072436
-9.406657,-5.061855,-7.944095
0.55451244,9.370193,-4.3894997
12.615283,7.5254326,2.0512824
13.531124,7.5268564,-1.9053783
5.509867,-8.735236,-2.7485178
-8.704892,-7.8135476,-5.81181
-22.278845,-5.638999,-5.362943
-16.366907,4.3919787,6.070061
-1.0525575,9.064172,4.4395823
21.07603,-4.7044253,1.6561683
21.712236,-4.1567616,3.5888882
15.662127,2.333192,-7.469165
0.75005275,8.771578,-5.5242434
0.17314015,10.168567,-1.9787056
7.4474845,-7.624947,5.3029127
16.224777,0.7429211,-7.6064944
-0.013491703,10.33147,-0.7817111
13.512269,7.568954,-1.8263212
4.8346124,-7.607011,-5.314565
14.154512,6.4822135,-4.35238
3.4114168,-3.1770523,-9.100911
-6.5104723,-8.752898,4.155917
