x,y
-7.2810774,-27.03139
3.318137,-22.113745
-19.594105,3.9118319
-47.434174,-6.638252
-59.754314,-11.563971
-66.68953,-8.557837
-64.05467,-10.088127
-44.683437,2.2964833
-19.009682,-2.2814615
39.7321,-14.991527
40.27748,-14.77622
44.633663,-11.462958
26.902664,-10.347821
16.800793,18.739737
19.30417,16.662716
20.514734,15.147321
29.505293,-14.06067
32.248314,-15.613296
41.3231,-14.164262
28.147833,-12.718046
23.255877,9.13799
13.117221,20.43858
23.258936,9.1229315
29.33456,-13.900199
31.975376,-15.388801
44.856087,-11.218304
52.023693,2.0545378
41.15271,-14.314266
3.5750325,15.58729
-30.076767,19.11647
24.316517,4.1058993
30.108608,-14.544106
23.02882,9.903115
33.385643,-15.924067
-18.093122,-9.190681
-19.173702,-0.5958506
-42.790623,8.423615
-44.70221,1.8618982
-51.992645,-11.269605
-63.65243,-9.926249
-59.354446,-11.683777
-45.97509,-3.0185075
-45.608086,-1.6575814
3.5191731,14.748765
38.139763,-15.625492
50.651817,-0.7756286
29.86083,-14.35528
29.27961,-13.856275
24.703821,0.18422343
5.663877,18.267221
23.06494,9.791492
23.838512,5.585876
26.640577,-9.728693
31.401438,-15.306442
27.818125,-12.344398
18.29145,17.881233
3.970755,16.130112
17.965715,17.948673
24.218094,4.4270496
27.522987,-11.6424465
47.220055,-8.096811
54.502186,7.503396
51.438076,0.61547184
1.6105934,4.923577
-39.506813,14.049688
-48.02496,-7.5550194
-42.16718,9.3618965
-28.543419,19.406776
-41.987732,10.193971
-19.394367,1.8479108
-38.729473,14.955866
-45.0595,0.43801588
-44.434498,2.818174
-46.593945,-4.741376
-41.31169,11.338847
-50.73917,-10.594007
-44.31301,3.25585
-32.687958,18.675865
15.125861,19.668972
54.665794,8.388496
53.192528,5.027338
49.96646,-3.1108165
33.606205,-15.94678
23.782541,5.737264
23.92961,6.2358456
12.17677,20.57446
19.674747,16.30668
22.923328,10.229709
25.600334,-6.608277
24.936964,-1.496135
20.41557,15.322493
18.337639,17.411007
20.630348,14.957625
24.384874,2.8750734
24.737122,0.027395183
46.785446,-8.772012
54.718166,8.528638
54.355057,7.2232466
8.1785755,20.103142
-45.917843,-3.4298925
-54.854786,-12.154519
-58.07165,-12.055974
-48.12611,-7.7608314
-41.58271,10.948999
-17.446693,-12.7223
-23.643831,15.930106
1.6698118,2.6346116
1.6244062,5.9689198
43.233036,-12.7484865
37.626003,-15.743364
24.158792,5.32868
-33.798996,18.223923
-45.854267,-2.732444
8.304483,19.840319
53.755898,6.7697744
54.119946,6.772593
45.54579,-10.427616
24.25526,4.0054555
20.830393,14.72154
14.027013,20.076305
15.308378,19.609407
8.908337,20.423716
14.00759,20.10826
15.9747505,19.250013
18.696796,17.052206
13.887639,20.28188
8.996585,20.480062
16.250317,19.082277
6.32953,18.778046
17.09914,18.548164
26.056284,-8.305374
51.628944,1.0741564
52.571278,3.443179
24.997484,-3.3414161
-27.58614,18.944813
-53.5786,-12.161455
-51.354202,-11.082428
-45.168365,-0.08678949
-17.86912,-10.320018
2.2090683,-23.727951
46.92302,-8.552451
25.789537,-7.685044
55.69243,10.322438
57.736897,13.350004
59.405262,15.70023
27.531515,-11.639535
-44.748753,1.3510914
-45.43114,-1.0701025
1.3328291,3.4582062
45.504395,-10.477693
46.07959,-9.758528
19.232439,17.022825
2.8957021,14.503203
1.3629513,3.6829011
6.287465,18.745426
7.732366,19.74123
8.720973,20.202742
8.424372,20.11789
10.558839,20.589455
3.103199,15.105512
2.7012813,13.249336
3.450608,14.615013
1.6679167,6.768811
1.5355928,3.9729345
3.5226846,-20.725214
1.9144453,-1.1677176
26.341087,-8.967455
36.218876,-15.950051
24.96263,-2.8568966
-20.504414,9.535532
-33.57123,18.392952
-43.51377,6.137514
-18.23586,-8.022615
-18.997,-2.3880405
44.521927,-11.554165
9.516123,20.321102
51.982304,1.9512368
48.75842,-5.200993
57.288864,13.064522
53.86016,7.219639
27.026812,-10.629164
-42.174137,10.00492
-45.71661,-2.2152095
-19.675314,4.701885
24.980349,-2.7956347
13.915672,20.282118
1.6989148,8.240163
1.2893096,-24.39553
1.9960517,-2.3270757
2.0107129,10.203578
2.6359184,12.99995
3.5322022,14.775547
3.480627,14.661017
1.7847909,3.073181
2.548813,-5.1996
2.5210574,-4.9300933
2.202365,-4.160604
2.5979488,-22.692913
2.4383337,-22.868876
-2.5418415,-26.575006
