,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
38,-1.5154757,-0.0044872724,4.9934933e-05,-4.1130535e-28,3.7798545e-29,-5.463263e-23,0.26080844,-0.2707365,1.5824788e-18,-0.00024206753,0.014631316,-1.0731776,-0.051534735,-2.4220915e-31,1.4041859e-09,-1.7074692,-0.005999266,-1.9002723e-29,3.8045461e-22,-3.2825965e-29,1.5074395e-18,0.0007110101,-3.0960987e-07,-4.3972103e-30,0.44519982,1.5838385e-05,-0.010418021,0.053337555,-1.2458062,3.1716046e-28,9.39093e-26,-1.155098
39,-1.3109452,-0.0038813592,4.2896114e-05,-4.364947e-28,-6.155543e-31,-8.3545393e-23,0.22548085,-0.23420145,1.3162425e-18,-0.00020781485,0.012653293,-0.9283977,-0.04461036,-3.0041093e-31,1.1786815e-09,-1.4771194,-0.0051971944,-1.5460026e-29,3.6691463e-22,-2.7685848e-29,1.4079423e-18,0.0006129248,-2.629641e-07,-1.11303065e-30,0.3851705,1.3579792e-05,-0.0090115825,0.0461503,-1.0777014,2.6592124e-28,1.2323257e-25,-0.99943477
40,0.26134598,0.00024795788,-8.0535756e-07,-3.3621636e-28,-1.1891913e-29,-2.9624658e-22,-0.03518709,0.035061773,4.2315947e-19,1.3117871e-05,-0.0011801652,0.17661043,0.004713853,-3.271881e-31,6.8408015e-11,0.29638216,0.0002646516,-5.8653617e-30,2.9949116e-22,-1.2437649e-29,1.0975804e-18,-3.5506302e-05,1.3411849e-09,1.0777663e-29,-0.06266736,-6.086589e-08,0.0007544616,-0.0051053874,0.20991826,-7.983144e-29,4.6132703e-26,0.1901722
41,0.34881085,0.0004761067,-3.8414964e-06,-4.6775504e-28,-2.838703e-29,-1.7109275e-22,-0.048258487,0.048545767,2.6139936e-19,2.7116075e-05,-0.001896672,0.23628066,0.0071981,-3.0190337e-31,-3.2688185e-11,0.39627132,0.0005689643,-3.4284355e-30,2.922374e-22,-6.0578088e-30,9.021204e-19,-7.526893e-05,2.4624814e-08,1.3951811e-30,-0.08548053,-1.0966817e-06,0.0012690357,-0.0076825824,0.28030327,-8.1776255e-29,7.822848e-26,0.25487757
42,-0.28199115,-0.0012244097,1.5301386e-05,-7.6240643e-28,2.3416777e-29,-3.0187287e-23,0.057215307,-0.060479324,7.8175785e-19,-6.705613e-05,0.003734766,-0.20867978,-0.012809468,-3.5085652e-31,5.483632e-10,-0.3145424,-0.0016859532,-1.0271564e-29,3.4895195e-22,-1.8945991e-29,9.589839e-19,0.00019789419,-1.0196827e-07,-7.2565053e-31,0.09576232,5.048625e-06,-0.0027184214,0.013098162,-0.2373035,1.1015519e-29,6.7206216e-26,-0.22397493
43,-1.1394876,-0.0034491043,3.8088234e-05,-2.8550503e-28,3.4172296e-29,1.4833545e-22,0.20043622,-0.20838879,1.1864245e-18,-0.00018370457,0.011254504,-0.8128534,-0.03975241,-2.5128044e-31,1.1025258e-09,-1.2808264,-0.0046231253,-1.5665165e-29,3.4362516e-22,-3.1143957e-29,9.559978e-19,0.0005433069,-2.3536266e-07,-7.47814e-30,0.3416455,1.2101284e-05,-0.008013076,0.041117292,-0.9405922,2.1551982e-28,8.923378e-26,-0.87392414
44,-1.5303011,-0.0045327,5.039727e-05,-3.5940662e-28,6.164603e-29,2.9018065e-23,0.26445833,-0.2745134,1.599672e-18,-0.00024429001,0.014797708,-1.0853724,-0.05217349,-2.4955898e-31,1.4429506e-09,-1.7230762,-0.00605705,-1.9900809e-29,3.9013435e-22,-3.8626442e-29,1.3857938e-18,0.0007177448,-3.1354242e-07,-2.6604006e-30,0.45127252,1.6003283e-05,-0.010531591,0.054012522,-1.2591499,3.1145867e-28,6.547985e-26,-1.1678001
45,-0.51105964,-0.0017911093,2.1048862e-05,-9.7384e-29,2.901418e-29,-2.0359459e-22,0.09274948,-0.097070366,9.841742e-19,-9.663486e-05,0.005626259,-0.36575413,-0.019526858,-2.2231137e-31,6.477219e-10,-0.57514226,-0.002431269,-1.3128127e-29,3.1912352e-22,-2.7069117e-29,1.3357165e-18,0.00028613285,-1.3278955e-07,1.21179324e-29,0.15700728,6.8070894e-06,-0.0040543936,0.020092085,-0.4222986,1.0657295e-28,2.944233e-26,-0.39375958
46,-0.8206899,-0.0026217985,2.9925102e-05,-1.8500259e-28,4.142584e-29,-1.1466373e-22,0.14514926,-0.15123461,1.1544931e-18,-0.00014131686,0.008411942,-0.5848446,-0.02946153,-2.3950798e-31,8.926679e-10,-0.92358506,-0.003530127,-1.521364e-29,3.397093e-22,-3.0400256e-29,1.2807706e-18,0.0004167257,-1.877179e-07,6.627107e-30,0.24684441,9.59008e-06,-0.00602034,0.030414548,-0.67684376,1.5567641e-28,4.047692e-26,-0.62932736
47,-0.4822571,-0.0017249417,2.0585436e-05,-1.9195443e-28,3.905135e-29,-1.7129105e-22,0.08847542,-0.09270416,9.794708e-19,-9.3720475e-05,0.005397829,-0.3464979,-0.018711805,-2.5199632e-31,6.6071987e-10,-0.5421436,-0.0023463098,-1.3607261e-29,3.222284e-22,-2.789319e-29,1.2293744e-18,0.0002764971,-1.3219552e-07,1.22175985e-29,0.14973147,6.6890543e-06,-0.0038944758,0.019239472,-0.3993529,7.2434117e-29,2.3741385e-26,-0.3728826
48,-1.7024744,-0.00498795,5.5163015e-05,-4.5461856e-28,7.236607e-29,1.8393274e-22,0.29452804,-0.30563825,1.6475897e-18,-0.00026836072,0.016348807,-1.2090048,-0.057776645,-2.6823013e-31,1.5888629e-09,-1.9157683,-0.006660709,-2.1137003e-29,3.9425912e-22,-4.072918e-29,1.1464043e-18,0.0007883676,-3.4355318e-07,-8.757899e-30,0.5029142,1.7499135e-05,-0.011621367,0.05983522,-1.4019048,3.1788044e-28,7.870733e-26,-1.3003736
49,-1.5230148,-0.004491952,4.9595234e-05,-3.6841713e-28,6.0060246e-29,1.8994649e-22,0.2646197,-0.27472866,1.4883945e-18,-0.00024084975,0.014714502,-1.08296,-0.05201519,-2.5694633e-31,1.42981e-09,-1.7132254,-0.006004025,-1.9426819e-29,3.7300146e-22,-3.799652e-29,1.0501583e-18,0.0007089847,-3.08038e-07,-8.36686e-30,0.45169482,1.5735393e-05,-0.010462207,0.05385339,-1.255016,2.839852e-28,8.247993e-26,-1.1646342
50,-0.6959375,-0.0022779799,2.6057538e-05,-2.3472514e-28,3.6883247e-29,4.702444e-23,0.12549403,-0.13097027,1.0294179e-18,-0.00012197193,0.0072955675,-0.49931318,-0.025591072,-2.213472e-31,8.0532747e-10,-0.7815707,-0.0030779028,-1.445838e-29,3.164727e-22,-3.0311745e-29,1.0369313e-18,0.00036095138,-1.6407992e-07,4.8629453e-30,0.21323195,8.374963e-06,-0.00522531,0.02639468,-0.5761315,1.3207211e-28,5.339821e-26,-0.53680617
51,0.22345388,0.00020326214,-6.2546314e-07,4.089676e-29,1.6162855e-30,-1.8932614e-22,-0.029351275,0.029043693,4.2786535e-19,1.195179e-05,-0.000991141,0.14961074,0.0038861996,-2.2873178e-31,7.462031e-11,0.25399026,0.00020425697,-7.8082504e-30,2.5196227e-22,-1.8692071e-29,9.36178e-19,-3.0135408e-05,7.334684e-10,1.6828216e-29,-0.052071586,3.416062e-09,0.0006297645,-0.004231776,0.17860433,-7.0898206e-29,2.5904923e-26,0.16122812
52,-0.38945758,-0.0013050596,1.4255944e-05,-1.4711844e-28,-7.548716e-29,-6.17496e-23,0.07076955,-0.07438804,4.661997e-19,-6.561715e-05,0.004158927,-0.28077102,-0.014690727,-3.0746486e-31,3.6914946e-10,-0.43742275,-0.0017945567,-7.0938515e-30,2.4635099e-22,-1.2726879e-29,8.0449803e-19,0.00020110744,-8.202959e-08,5.3842953e-30,0.12104243,4.5184943e-06,-0.0029888314,0.01506867,-0.3231782,3.63602e-29,1.643447e-25,-0.30225262
