x,y,z
1.5261537,4.618,7.978823
-13.755212,-5.4201903,4.0910363
-16.475931,-6.8711286,-2.4863343
-10.55577,7.5728917,4.713208
12.072286,-6.9734674,2.8052444
18.683971,6.439885,-0.15007713
23.085295,-1.2027074,-3.9238033
9.656743,-5.3328853,-6.5810714
1.1170669,2.6835847,9.231974
-21.164988,1.7159337,-3.2665446
-22.035978,4.1533213,-0.800037
-19.110079,-2.992754,-4.916884
-12.043568,1.1376015,7.3346457
-8.477028,9.201313,-3.4191022
-9.506128,9.539289,0.43181053
-17.554663,-5.6753287,-3.9969847
-13.973238,-5.9850593,3.4414213
-13.386761,-4.3538213,5.1258345
1.2490398,3.3491538,8.861189
10.081893,-6.581916,-5.212002
3.6416757,9.247741,-0.21116783
22.36708,0.63611114,-3.6950572
24.33802,-4.6945853,-4.141102
23.235926,-1.6010354,-3.9633276
12.7564945,-4.565764,5.4490166
-13.969329,-5.9274583,3.4657307
-6.2943892,3.3695543,-8.950227
-1.9604317,-9.940346,-0.28063
-0.7089946,-7.75222,6.7518287
-5.989374,2.2311225,-9.260057
-8.951483,9.542442,-1.7434379
-12.6344185,-1.5964904,6.756448
5.6902623,5.6188707,-6.0688763
12.594492,-5.2609105,4.914804
20.463005,4.313914,-2.3651183
10.100976,-6.6477213,-5.1189303
-15.433975,-7.2683992,-0.38406953
-20.76711,0.70418364,-3.9396536
-16.190676,-7.0752234,-1.9792397
0.40991014,-1.375689,10.1452875
18.209732,6.7376485,0.5756641
19.318596,5.850094,-1.0321882
23.164341,-1.4110599,-3.9450471
-14.429954,-6.755749,2.1292114
-22.094305,4.323156,-0.6097268
-22.56864,5.84015,1.6950955
-20.038507,-1.0426617,-4.726457
-10.502932,7.5056787,4.821535
-10.572493,7.2829027,5.0091677
-14.172218,-6.361776,2.861346
-17.70946,-5.462736,-4.16057
-20.987038,1.2473991,-3.630079
-11.75422,2.5196962,7.2299924
-10.520643,7.859151,4.665068
-9.281729,9.604465,-0.5009254
11.801732,-7.5412636,1.6246759
21.649836,2.4320567,-3.2553349
24.582172,-6.619268,-3.1604774
24.47703,-5.1289487,-4.1414433
10.89038,-7.9011383,-2.2551434
-12.830525,-2.4024916,6.40084
-11.660018,2.9631574,7.151357
-0.6647473,-7.6126175,7.0010858
-8.764017,9.441601,-2.4307382
-10.892233,6.228017,5.784371
-6.7867293,5.137801,-8.219497
-0.7127652,-7.749618,6.7230844
4.3810663,8.30562,-2.672065
23.929209,-3.5204477,-4.086726
23.625895,-2.6727872,-4.037768
12.6088915,-5.1947756,4.964687
-4.261531,-4.416957,-9.078857
-10.787811,6.603086,5.5219336
-9.149835,9.598808,-0.9857396
-8.281092,8.943035,-4.0245757
4.6221313,7.872538,-3.3821092
23.917398,-3.4928317,-4.085235
14.442911,2.5631073,6.8744073
3.343906,9.386838,0.84875447
-22.227877,4.7158732,-0.16535322
-21.742249,3.3117328,-1.7241784
