x,y,z
11.739775,-7.6442704,1.3541763
5.423346,6.211816,-5.467082
2.451412,7.574048,4.5160766
5.365086,6.3329678,-5.327878
8.646985,-2.8752048,-8.008206
11.619723,-7.766951,0.8272404
15.76706,5.635218,4.9355106
21.497868,2.359892,-3.3443663
19.009005,6.156259,-0.6114543
0.94295263,1.7609034,9.6570635
-12.359228,-0.35022134,7.1133685
-17.917505,-5.1368866,-4.3421073
-13.197889,-3.7942517,5.6107206
-10.293972,7.711398,4.6825686
-13.057709,-3.2946787,5.942247
-7.107356,6.2011423,-7.533588
-12.183493,0.4693848,7.2730823
-15.056589,-7.211468,0.5041034
-14.436376,-6.7646565,2.1110277
-16.75454,-6.6040225,-2.9266849
-12.843173,-2.456371,6.377485
-18.987038,-3.2259598,-4.8784533
-14.339198,-6.625533,2.3848565
-11.135122,5.2989826,6.356819
4.71895,7.666636,-3.6445003
21.848558,1.8158337,-3.4659848
20.616137,4.068096,-2.516632
17.475525,6.8648987,1.8144678
12.725231,-4.7055507,5.3510723
8.333604,-1.9116771,-8.305332
8.240014,-1.6202984,-8.352345
4.104645,8.766342,-1.7911338
5.8961296,5.1252522,-6.477221
7.407001,0.9721048,-8.352554
10.774279,-7.79877,-2.6946695
9.949637,-6.099281,-5.805205
6.173917,4.4332137,-6.977103
5.495629,6.056813,-5.6428432
6.267797,4.1959667,-7.132663
8.972306,-3.8078926,-7.5742617
9.645708,-5.3519835,-6.5612664
15.535639,5.265023,5.3397956
21.892925,1.7155296,-3.4880607
21.478088,2.6362965,-3.30499
3.337057,9.127031,0.9553081
-16.243254,-7.04656,-2.0789027
-20.407627,-0.16829786,-4.3784146
-21.18122,1.7588575,-3.2332375
-18.002167,-4.997397,-4.400231
-12.912294,-2.7399464,6.246354
-4.581261,-3.1999002,-9.380368
-9.735814,9.24908,1.548454
0.6401629,0.09404552,10.098715
1.062136,2.3997762,9.377239
14.303971,2.0884025,6.9870906
13.227101,-2.3876467,6.671227
8.436955,-2.234409,-8.234096
-11.326478,4.500531,6.7366414
-16.01688,-7.1604304,-1.6430254
3.3410966,9.084075,0.9526191
21.234278,3.0155406,-3.0585964
21.281664,2.9324327,-3.0955665
15.006219,4.1650014,6.1853776
8.730734,-3.1231503,-7.9068623
6.328513,4.038131,-7.2335224
4.481994,8.138701,-2.9726253
4.7544217,7.596328,-3.740379
3.4850953,9.2661495,0.37285027
4.476938,8.147764,-2.9576004
4.9125705,7.2745028,-4.1624866
5.6218286,5.776046,-5.9253135
4.44828,8.200348,-2.8715875
3.5052044,9.276827,0.28898272
4.9691706,7.1577907,-4.313288
2.9718118,8.625184,2.420913
5.1435113,6.799593,-4.7658286
11.079896,-7.9507036,-1.4829452
19.185936,5.986873,-0.8543417
20.044622,4.9273596,-1.9101603
10.1545725,-6.858891,-4.791611
-10.303065,8.167,4.033512
-20.07729,-0.94901687,-4.6931114
-19.257761,-2.706359,-4.9435496
-15.201865,-7.2683225,0.14563642
-4.94114,-1.8044267,-9.516609
-0.99418324,-8.727417,5.2125115
15.609856,5.3893347,5.212324
10.968328,-7.9285254,-1.9420909
22.476124,0.37194496,-3.738551
23.363705,-1.9464189,-3.9914327
24.105215,-4.016709,-4.115318
11.619885,-7.7630796,0.82797116
-14.794187,-7.1166153,1.149281
-15.483249,-7.2925067,-0.5078439
0.89046305,0.72089136,10.009838
14.993331,4.1326833,6.2043552
15.222568,4.6621366,5.8574133
5.711117,5.5658317,-6.1100273
2.1579132,6.780142,5.6946707
0.787753,0.89239526,9.945183
2.9645607,8.613336,2.4499223
3.2434752,9.0138645,1.3286844
3.4326365,9.232518,0.5693861
3.3753064,9.172647,0.8026563
3.803164,9.125016,-0.77829427
2.0887618,7.046332,5.32331
1.9607178,6.1528277,6.4028616
2.0662043,6.8413644,5.4154754
1.1510077,2.8626091,9.144876
0.81542885,1.0559468,9.908537
-0.5446659,-6.9761868,7.5561767
0.22582424,-2.5277796,10.018743
11.194672,-7.944897,-1.0005522
13.04502,-3.2419517,6.2596536
10.097548,-6.680665,-5.0704446
-8.420631,9.144615,-3.5759835
-11.282795,4.6889834,6.661669
-13.785504,-5.549849,3.9938295
-5.34763,-0.22681473,-9.537005
-6.3669906,3.6328006,-8.85688
14.6615715,3.2411184,6.6437654
3.6006634,9.266861,-0.06232238
19.503107,5.639481,-1.2687144
16.729156,6.5451126,3.1724503
23.239588,-1.6103326,-3.9642138
21.376728,2.7353394,-3.1786478
11.44313,-7.875227,0.060598515
-13.101108,-3.4600503,5.844451
-15.841149,-7.225235,-1.2865942
-7.6085577,7.6175623,-6.1244526
10.0957155,-6.6598544,-5.1013265
4.4528017,8.191815,-2.8851268
1.3205838,3.6807442,8.634655
-1.1292601,-9.045558,4.4516006
0.10071554,-3.3097427,9.844869
1.565017,4.7745476,7.8451805
1.9291368,6.0511293,6.5139303
2.356689,6.8654633,5.3674746
2.1231694,6.815325,5.365745
0.6788077,0.45150304,10.067998
-0.2254953,-5.308046,8.992188
-0.19724976,-5.129067,9.080147
-0.10168945,-4.5607753,9.385026
-0.85730743,-8.28835,5.9648147
-0.8838877,-8.382507,5.810221
-1.6270512,-9.85184,1.6156657
-1.1461612,-9.079861,4.3557935
-0.30251104,-5.746297,8.692022
5.2435775,6.5902095,-5.0234413
0.42908978,-1.2576606,10.158996
-4.5631413,-3.2569532,-9.336064
-9.238069,9.606353,-0.6341364
-6.8206253,5.2544217,-8.155841
-4.5916395,-3.1518319,-9.366624
2.371428,6.999045,5.2799125
0.32002544,-1.9382111,10.092514
13.806104,0.18773806,7.182265
6.9216037,2.413463,-8.003655
14.881159,3.8508377,6.361504
15.675991,5.496114,5.0966086
13.837126,0.31424406,7.180631
-5.7722974,1.4052764,-9.384541
-11.429005,4.037641,6.890972
-11.391012,4.21131,6.8375945
-7.53517,7.4346724,-6.3618364
0.09644142,-3.335822,9.837396
0.14243951,-3.0493731,9.915911
-2.327542,-9.739239,-2.3110003
-1.5813622,-9.809101,1.8766447
-0.8009572,-8.11115,6.258841
-0.32558534,-5.8786364,8.58607
-0.17622384,-5.0217295,9.159744
0.60539687,-0.187753,10.131216
0.11761354,-3.2034047,9.874848
-0.77924615,-8.027695,6.376044
-4.629894,-3.0110939,-9.397316
-2.715492,-9.175561,-4.327405
-1.5378237,-9.75558,2.1250904
-2.2844234,-9.785156,-2.0819793
-4.7917514,-2.3837266,-9.466566
-2.8124268,-8.99624,-4.7517486
-6.4089446,3.7862976,-8.8003235
-1.5380249,-9.755835,2.1239393
-1.6745366,-9.884078,1.3438599
-1.9209573,-9.942374,-0.05662405
-6.874729,5.4390273,-8.047951
-5.1157017,-1.1265893,-9.551326
-6.1497855,2.832087,-9.113978
-3.9578915,-5.516831,-8.54994
-7.3986416,7.077029,-6.775612
0.8058172,1.004046,9.923715
-3.3670547,-7.462822,-6.986601
2.521283,7.7395787,4.237718
1.6357011,5.03771,7.590354
5.052706,6.987545,-4.5301785
2.5346415,7.7726107,4.1822968
-6.8027797,5.193482,-8.189822
-7.3011293,6.8000236,-7.041765
-7.776442,8.0034,-5.594033
-7.07913,6.1109366,-7.599747
-2.409701,-9.639832,-2.7499855
-2.2180786,-9.844011,-1.7201036
-2.7372494,-9.067067,-4.623694
-3.5716145,-6.8553786,-7.6401954
-2.2008631,-9.858142,-1.625926
-2.814808,-8.988682,-4.7664857
-2.2220864,-9.840362,-1.7422374
-1.4965421,-9.696907,2.3627992
-1.0393107,-8.842501,4.9614053
-5.1804633,-0.8755504,-9.556382
-4.492385,-3.5330036,-9.294451
-3.3781662,-7.4314823,-7.0267305
-3.451498,-7.225558,-7.273309
-5.4701905,0.24750462,-9.502709
-3.7577581,-6.2182527,-8.128455
-5.86129,1.7465297,-9.338813
-4.400835,-3.9001555,-9.2240925
-5.8771358,1.803882,-9.329859
-2.3068528,-9.762676,-2.1997817
-2.7164674,-9.180364,-4.3224955
-4.8729343,-2.070451,-9.496147
-2.5625753,-9.425172,-3.562689
-4.066648,-5.122352,-8.752186
-4.9893556,-1.617896,-9.528953
-6.8037148,5.196736,-8.187924
-5.28371,-0.47461256,-9.549735
-0.86839896,-8.325342,5.899037
-5.2892957,-0.45433548,-9.549001
-3.0092008,-8.47264,-5.583086
-0.8053398,-8.125228,6.236049
-1.7154619,-9.904571,1.1111132
-6.0932465,2.6134307,-9.168789
-2.8707035,-8.844398,-5.01888
-6.2531133,3.2157786,-9.000459
-5.3620787,-0.17212759,-9.534171
-5.2964225,-0.42538872,-9.547665
-5.800284,1.5136881,-9.370831
-3.6431959,-6.604877,-7.845854
-1.6806816,-9.887837,1.3090975
-3.9359539,-5.5954566,-8.507815
-2.7379932,-9.065101,-4.6271358
-4.166896,-4.7561517,-8.920153
-2.8133554,-8.994339,-4.7574754
-2.869092,-8.849977,-5.009931
-4.2315636,-4.520653,-9.02209
-6.7822247,5.1219544,-8.228211
-4.1925654,-4.6643915,-8.959514
-4.363043,-4.007558,-9.201015
-4.130349,-4.87327,-8.869036
-3.885471,-5.7731156,-8.405891
-1.9165199,-9.942547,-0.030479847
-2.8921201,-8.80361,-5.0891695
-2.493074,-9.527354,-3.1960895
-2.8300345,-9.135145,-4.5140595
-2.3797698,-9.6771965,-2.5926142
-2.543797,-9.45358,-3.4660923
-2.4618485,-9.572256,-3.0233319
-2.19835,-9.8608055,-1.5993563
-4.454058,-3.6783295,-9.260848
-2.9221408,-8.7173815,-5.2232137
-3.5439951,-6.94487,-7.5595326
-3.393472,-7.3891897,-7.0784965
-2.079383,-9.91298,-0.94630456
-3.3861647,-7.4105263,-7.0522327
-2.2253113,-9.838035,-1.7565243
-2.6754932,-9.251105,-4.1228285
-4.423894,-3.7932284,-9.244231
-3.8245442,-5.988244,-8.278309
-3.9931762,-5.3867717,-8.620526
-6.1245446,2.7410626,-9.135943
-6.978155,5.7812963,-7.83027
-6.118452,2.719666,-9.142677
-0.42498264,-6.3887944,8.131242
-0.3712106,-6.1158295,8.3817
-0.20762974,-5.1769934,9.041476
-3.639626,-6.6162457,-7.8365846
-5.341417,-0.250286,-9.538995
-1.62887,-9.853414,1.6052923
-4.1445336,-4.8412848,-8.883481
-3.964802,-5.4879136,-8.567003
-5.6141825,0.80052704,-9.451825
-6.0301976,2.3946674,-9.220418
-6.36009,3.6082265,-8.865911
-2.223068,-9.83966,-1.7477813
-1.8317509,-9.937358,0.44916216
-0.37209004,-6.120348,8.377768
-0.9433134,-8.580501,5.495648
-1.3019899,-9.369089,3.4712465
-2.7238672,-9.14634,-4.4088745
-4.486799,-3.5507948,-9.289873
-1.1357349,-9.058616,4.4154325
-3.7502668,-6.2451177,-8.109387
-7.035239,5.9680505,-7.702588
-6.0945215,2.6187947,-9.167035
-5.4583464,0.19981308,-9.506672
-3.6665988,-6.5257163,-7.907105
-5.034744,-1.4417841,-9.53894
-1.727252,-9.909515,1.0440444
-1.0380491,-8.8394575,4.9674735
-1.8587091,-9.940604,0.296882
-2.1158593,-9.900923,-1.1502453
-4.2835956,-4.329534,-9.097455
-5.995461,2.2542841,-9.250415
-4.118993,-4.9106,-8.847428
-6.1919813,2.9905202,-9.069881
-6.678298,4.758734,-8.403988
-4.428436,-3.7928054,-9.264576
1.2606841,3.4029121,8.823842
8.944579,-3.7322133,-7.615233
-0.027571794,-4.1039987,9.571738
-4.069207,-5.1112285,-8.753783
-6.0239553,2.366394,-9.227008
-7.293723,6.7783957,-7.0611567
0.4320791,-1.2388449,10.156511
-6.4410715,3.9033606,-8.7560425
-7.3889484,7.0509844,-6.8028703
-8.157565,8.723869,-4.4342437
-8.406082,9.11363,-3.6426919
-4.3433084,-4.0841017,-9.168101
0.57766926,-0.35517117,10.14406
-0.28010187,-5.6209393,8.788968
5.546472,5.9489436,-5.763402
-0.06374075,-4.326293,9.482676
-2.6293206,-9.32702,-3.8904057
-1.4529982,-9.630643,2.6101742
-6.639678,4.620738,-8.464244
-6.765089,5.0640078,-8.258565
-11.860811,2.009611,7.2943473
-11.870655,1.9625255,7.300186
-9.155676,9.599974,-0.9570577
-9.011151,9.565455,-1.5160581
-3.5101595,-7.0573783,-7.455674
-1.0594128,-8.889908,4.8473077
0.5800295,-0.34130725,10.14336
0.9969571,2.0543041,9.533677
-5.237761,-0.6513721,-9.555273
-5.65282,0.94855475,-9.436907
-8.637339,9.346484,-2.8904192
-8.332949,9.012943,-3.8708158
-7.1390657,6.3014984,-7.4564776
-9.607477,9.4491005,0.8907799
-3.3161976,-7.607206,-6.798129
9.53901,-5.115358,-6.7567677
9.543993,-5.1311507,-6.7443767
5.4064584,6.2468653,-5.426653
-8.539753,9.264611,-3.2165675
-10.346085,8.161135,4.124535
0.8046378,1.0037861,9.922696
-6.5866213,4.4327693,-8.543682
-0.2531105,-5.4591603,8.903502
-11.107997,5.4078584,6.2957134
-13.105875,-3.4709985,5.833195
-11.796352,2.3170295,7.257155
-0.7279701,-7.821665,6.6499605
-0.11006249,-4.622334,9.359106
12.563391,-5.3867006,4.8096104
4.1259866,8.731885,-1.8598536
10.397481,-7.300937,-3.9863737
-0.7582008,-7.9434185,6.490102
-6.2106495,3.061403,-9.048188
0.25910267,-2.3189392,10.052652
-13.625366,-5.0698833,4.460173
-19.799473,-1.5772641,-4.8661394
-20.641932,0.39557526,-4.1086397
-19.27139,-2.6794713,-4.944832
-14.574408,-6.9325194,1.7318057
-12.172615,0.5194879,7.2799115
2.383907,7.4062004,4.786097
8.33467,-1.9140815,-8.304838
2.8148255,8.376,3.0525389
-1.458931,-9.639958,2.5761545
-9.694237,9.309721,1.3758851
-16.87137,-6.4826875,-3.0974722
-12.593595,-1.4165602,6.818064
-13.481517,-4.629401,4.8676248
-10.951813,6.005799,5.932461
-7.90003,8.240515,-5.2347813
10.600218,-7.5981536,-3.3168173
16.186821,6.153914,4.176135
-1.2628464,-9.29912,3.6932588
-13.9287195,-5.9006815,3.5701532
-11.1942215,5.0606627,6.483832
-10.461001,7.9500985,4.6260824
8.19234,-1.4718188,-8.370431
-10.771452,6.6646557,5.4770236
-13.794899,-5.548101,3.9727862
-19.864164,-1.4374086,-4.8386655
-13.363813,-4.2928305,5.187175
-1.4468186,-9.620884,2.64586
17.44853,6.861446,1.862684
4.577155,7.9437485,-3.2532542
19.12014,6.051481,-0.7646877
2.4388478,7.536865,4.5688
0.98568773,1.9938631,9.559906
1.997362,6.275474,6.2636194
-8.403251,9.115041,-3.6423628
-15.424169,-7.2832603,-0.36914346
-22.456905,5.383972,0.5931561
-22.593023,5.846022,1.4247804
-22.156641,4.5086684,-0.40115666
-22.235718,4.739474,-0.1380813
-17.762928,-5.3784666,-4.215431
-9.4205475,9.582939,-0.12251945
16.998953,6.696343,2.675837
12.964672,-3.6206868,6.0558605
-5.838572,1.6580533,-9.3513775
-16.493406,-6.85414,-2.5178437
-22.030518,4.1402626,-0.81350726
-21.066948,1.4542115,-3.484212
-18.057125,-4.9038277,-4.435855
-19.09737,-3.0179126,-4.9136934
-9.955148,8.882271,2.4574366
11.036081,-7.9462075,-1.659829
10.496114,-7.4576797,-3.656638
-10.23626,7.709829,4.4897823
-19.448206,-2.3156054,-4.9430776
-19.922493,-1.3044711,-4.805293
-3.147207,-8.083379,-6.1355615
-9.957942,8.872482,2.4835262
-2.1340637,-9.904286,-1.2571148
-20.788143,0.7552704,-3.9125564
-20.99873,1.27938,-3.6027522
-17.8821,-5.1941605,-4.3149495
13.439891,-1.4087411,6.953969
4.5667872,7.9979486,-3.2300234
18.020988,6.804845,0.8753957
0.60236603,-0.24503832,10.155999
8.898422,-3.6544113,-7.6542563
-7.9111724,8.266521,-5.196346
-0.97003144,-8.660847,5.346525
4.1654406,8.67471,-1.9882668
-17.676361,-5.5105066,-4.1286736
-21.56516,2.8116374,-2.2403924
-22.344353,5.049631,0.2220566
-22.578745,5.764647,1.1116929
-22.592035,5.7887845,1.1964322
-22.562628,5.834712,1.7215565
-8.376592,9.06553,-3.7468717
13.764478,0.016733462,7.1830635
18.375809,6.658101,0.3120188
-10.686907,6.970007,5.2463365
-20.562176,0.2010138,-4.204119
